"# If the text in the first column of a row starts with a # character, the row is ignored",,
,,"If the first column for a row is blank, then the row is ignored"
# The first non-comment line of a sound alias file specifies the key name for all values appearing in this column.,,
"# This means it is safe to swap entire columns around, though you should never swap partial columns.",,
"# You can invent new keys, but the game will ignore them if it doesn't know about them.",,
"# You can leave out keys, but the ""name"" and ""file"" keys must always be present.",,

,name,name of the alias that is used to play this sound (required)
,sequence,"used to uniquely identify alias entries when more than one sound goes to an alias, used only to catch unwanted duplicates (default = 0)"
,file,the name of the file that contains the sound data (required)
,vol_min,"0 is silent, 1 is full volume (default = 1)"
,vol_max,"0 is silent, 1 is full volume (default = same as vol_min)"
,pitch_min,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = 1)"
,pitch_max,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = same as pitch_min)"
,dist_min,"within this distance in inches, the sound is always full volume (default = 120)"
,dist_max,"outside this distance in inches, the sound is not started.  If left blank or set to 0, the sound will play from any distance.  This does not affect sound volume falloff."
,channel,"auto, menu, weapon, voice, item, body, local, music, announcer (default = auto)",,,,,,,,,,,,,
,type,streamed / loaded (default = loaded),,,,,,,,,,,,,
,probability,weight to use for the weighted probability of playing this sound instead of another sound (default = 1),,,,,,,,,,,,,
,loop,"whether this sound is ""looping"" or ""nonlooping"" (default = ""nonlooping"")",,,,,,,,,,,,,
,masterslave,"if ""master"", this is a master sound.  If a number, then this sound won't exceed this volume whenever any master sound is playing.  If blank, then neither master nor slave.",,,,,,,,,,,,,
,loadspec,"space-separated list of which maps should use this alias; eg, ""burnville dawnville"".  If blank, the alias is used on all maps.",,,,,,,,,,,,,

name,sequence,file,vol_min,vol_max,pitch_min,pitch_max,dist_min,dist_max,channel,type,probability,loop,masterslave,loadspec,subtitle

# Vehicles
zombx_vehicle_idle,,vehicles/kubel_idle.wav,1.15,,0.75,,350,1200,voice,,,looping,,all_mp,
zombx_vehicle_engine,,vehicles/kubel_move.wav,1.15,,0.75,,350,1900,voice,,,looping,,all_mp,
zombx_vehicle_start,,vehicles/kubel_start.wav,1.4,,,,80,1800,,,,,,all_mp,

# Ambient
amb_zombie,,zombie/amb_zombie.mp3,0.56,,,,,,local,streamed,,looping,,all_mp,

# Endings
end_zombies,,zombie/end_zombies.mp3,1,,,,,,local,streamed,,looping,,all_mp,
end_hunters,,zombie/end_hunters.mp3,1,,,,,,local,streamed,,looping,,all_mp,
ending,,zombie/ending.mp3,1,,,,,,local,streamed,,nonlooping,,all_mp,

# Last Man and First Zombie
picked_zombie,,zombie/picked_zombie.mp3,1,,,,,,local,streamed,,nonlooping,,all_mp,
picked_lastman,,zombie/picked_lastman.wav,1,,,,,,local,streamed,,nonlooping,,all_mp,

# Misc
headshot,,zombie/headshot.mp3,1,1,,,100000,100000,,streamed,,,,all_mp,
hit,,zombie/hit.wav,1,1,,,100000,100000,,,,,,all_mp,
lucky,,zombie/lucky.mp3,1,1,,,100000,100000,,streamed,,,,all_mp,
hallelujah,,zombie/hallelujah.mp3,1,1,,,100000,100000,,streamed,,,,all_mp,
# hearthbeats,,zombie/hearthbeat.wav,0.8,1,,,128,386,voice,,,looping,,all_mp,
bodysplat,,zombie/gibsplt1.wav,1,1,,,300,512,voice,,,,,all_mp,

# Funny
owned,1,zombie/funny/owned_1.mp3,0.8,1,,,400,800,voice,streamed,,,,all_mp,
owned,2,zombie/funny/owned_2.mp3,0.8,1,,,400,800,voice,streamed,,,,all_mp,
owned,3,zombie/funny/owned_3.mp3,1,1,,,400,800,voice,streamed,,,,all_mp,
owned,4,zombie/funny/owned_4.mp3,0.8,1,,,400,800,voice,streamed,,,,all_mp,
owned,5,zombie/funny/owned_5.mp3,0.8,1,,,400,800,voice,streamed,,,,all_mp,
owned,6,zombie/funny/owned_3.mp3,1,1,,,400,800,voice,streamed,,,,all_mp,
zombify,,zombie/funny/owned_3.mp3,1,1,,,600,1000,voice,streamed,,,,all_mp,

# Kill spree
firstblood,,zombie/killspree/firstblood.mp3,1,1,,,100000,100000,,streamed,,,,all_mp,
dominating,,zombie/killspree/dominating.mp3,1,1,,,100000,100000,,streamed,,,,all_mp,
godlike,,zombie/killspree/godlike.mp3,1,1,,,100000,100000,,streamed,,,,all_mp,
holyshit,,zombie/killspree/holyshit.mp3,1,1,,,100000,100000,,streamed,,,,all_mp,
killingspree,,zombie/killspree/killingspree.mp3,1,1,,,100000,100000,,streamed,,,,all_mp,
monsterkill,,zombie/killspree/monsterkill.mp3,1,1,,,100000,100000,,streamed,,,,all_mp,
multikill,,zombie/killspree/multikill.mp3,1,1,,,100000,100000,,streamed,,,,all_mp,
rampage,,zombie/killspree/rampage.mp3,1,1,,,100000,100000,,streamed,,,,all_mp,
ultraKill,,zombie/killspree/ultraKill.mp3,1,1,,,100000,100000,,streamed,,,,all_mp,
unstoppable,,zombie/killspree/unstoppable.mp3,1,1,,,100000,100000,,streamed,,,,all_mp,

# Bash sounds
zom_bash,1,zombie/bash_1.mp3,0.6,1,,,128,386,voice,streamed,,,,all_mp
zom_bash,2,zombie/bash_2.mp3,0.6,1,,,128,386,voice,streamed,,,,all_mp
zom_bash,3,zombie/bash_3.mp3,0.6,1,,,128,386,voice,streamed,,,,all_mp
zom_bash,4,zombie/bash_4.mp3,0.6,1,,,128,386,voice,streamed,,,,all_mp

# Damaged hunters
hunter_damaged,1,zombie/hunter_damaged1.mp3,0.7,1,,,330,780,voice,streamed,,,,all_mp
hunter_damaged,2,zombie/hunter_damaged2.mp3,0.7,1,,,330,780,voice,streamed,,,,all_mp
hunter_damaged,3,zombie/hunter_damaged3.mp3,0.7,1,,,330,780,voice,streamed,,,,all_mp
hunter_damaged,4,zombie/hunter_damaged4.mp3,0.7,1,,,330,780,voice,streamed,,,,all_mp
hunter_damaged,5,zombie/i_dont_want_to_die.mp3,0.84,1,,,330,780,voice,streamed,,,,all_mp
hunter_damaged,6,zombie/i_dont_want_to_die.mp3,0.88,1,,,330,780,voice,streamed,,,,all_mp

# Mega jumps
zom_jump,1,zombie/jump_1.wav,0.5,1,,,300,700,voice,streamed,,,,all_mp
zom_jump,2,zombie/jump_2.wav,0.5,1,,,300,700,voice,streamed,,,,all_mp
zom_jump,3,zombie/jump_3.wav,0.5,1,,,300,700,voice,streamed,,,,all_mp

# Zombie
zombie,1,zombie/zombie_1.wav,0.4,1,,,128,512,voice,streamed,,,,all_mp
zombie,2,zombie/zombie_2.wav,0.4,1,,,128,512,voice,streamed,,,,all_mp
zombie,3,zombie/zombie_3.wav,0.4,1,,,128,512,voice,streamed,,,,all_mp
zombie,4,zombie/zombie_4.wav,0.4,1,,,128,512,voice,streamed,,,,all_mp
zombie,5,zombie/zombie_5.wav,0.4,1,,,128,512,voice,streamed,,,,all_mp
zombie,6,zombie/zombie_6.wav,0.4,1,,,128,512,voice,streamed,,,,all_mp
zombie,7,zombie/zombie_7.wav,0.4,1,,,128,512,voice,streamed,,,,all_mp
zombie,8,zombie/zombie_8.wav,0.4,1,,,128,512,voice,streamed,,,,all_mp
zombie,9,zombie/zombie_9.wav,0.4,1,,,128,512,voice,streamed,,,,all_mp
zombie,10,zombie/zombie_10.wav,0.4,1,,,128,512,voice,streamed,,,,all_mp
zombie,11,zombie/zombie_11.wav,0.4,1,,,128,512,voice,streamed,,,,all_mp
zombie,12,zombie/zombie_12.wav,0.4,1,,,128,512,voice,streamed,,,,all_mp
zombie,13,zombie/zombie_13.wav,0.4,1,,,128,512,voice,streamed,,,,all_mp
zombie,14,zombie/crap/behindyou.mp3,0.4,1,,,128,512,voice,streamed,,,,all_mp
zombie,15,zombie/crap/imhere.mp3,0.7,1,,,128,512,voice,streamed,,,,all_mp
zombie,16,zombie/crap/iseeyou.mp3,0.7,1,,,128,512,voice,streamed,,,,all_mp
zombie,17,zombie/crap/lookup.mp3,0.7,1,,,128,512,voice,streamed,,,,all_mp
zombie,18,zombie/crap/overhere.mp3,0.7,1,,,128,512,voice,streamed,,,,all_mp
zombie,19,zombie/crap/turnaround.mp3,0.7,1,,,128,512,voice,streamed,,,,all_mp
zombie_spawn,,zombie/zombie_spawn.wav,0.8,1,,,400,700,voice,streamed,,,,all_mp
zombie_infection,1,zombie/zombie_infec1.wav,0.8,1,,,500,1024,voice,streamed,,,,all_mp
zombie_infection,2,zombie/zombie_infec2.wav,0.8,1,,,500,1024,voice,streamed,,,,all_mp
zombie_infection,3,zombie/zombie_infec3.wav,0.8,1,,,500,1024,voice,streamed,,,,all_mp
infection_bomb,,zombie/infection_bomb.wav,1.35,1.5,0.8,1.2,150,3072,voice,,,,,

# Mine
mine_deploy,,zombie/mine_deploy.wav,0.8,1,,,128,384,voice,streamed,,,,all_mp

# Defence bubble
bubble_create,,zombie/bubble/bubble_create.wav,1,1,,,128,256,voice,streamed,,,,all_mp
bubble_hit,,zombie/bubble/bubble_hit.wav,1,1,,,128,256,voice,streamed,,,,all_mp
bubble_loop,,zombie/bubble/bubble_loop.wav,1,1,,,128,256,voice,streamed,,looping,,all_mp

# Mystery Box
mystery_box_open,,zombie/mystery_box/open.mp3,1,1,,,45,384,voice,streamed,,,,all_mp
mystery_box_take,,zombie/mystery_box/take.mp3,1,1,,,45,384,voice,streamed,,,,all_mp

# Thunders
zom_thunder,1,zombie/thunder1.wav,2.0,2.0,,,10000,10000,local,streamed,,,,,
zom_thunder,2,zombie/thunder2.wav,2.0,2.0,,,10000,10000,local,streamed,,,,,
zom_thunder,3,zombie/thunder3.wav,2.0,2.0,,,10000,10000,local,streamed,,,,,

# Teleporter
telein,,teleporter/telein.wav,1,1.25,,,256,512,voice,streamed,,,,all_mp
teleout,,teleporter/telein.wav,1,1.25,,,256,512,voice,streamed,,,,all_mp

# Weapons
zom_proj_explode,,weapons/rocket/explode.wav,1.35,1.5,0.8,1.2,150,3072,voice,,,,,
